item,itemLabel,startDate,endDate,sourceDate,psid
Q173238,Carlos Reutemann,1999-12-11,2003-12-11,2022-07-08,Q173238-6F8660FE-5365-45C2-A536-0DDF34844B6B
Q6278403,Jorge Obeid,2003-12-11,2007-12-11,,Q6278403-C750A759-E1A3-4923-BB03-AD8E5B0B3E27
Q981624,Hermes Binner,2007-12-11,2011-12-11,,Q981624-A6B78AD0-667C-47D3-BB40-6BAF55C268C7
Q4776459,Antonio Bonfatti,2011-12-11,2015-12-11,,Q4776459-2221A234-A2E4-469A-BDA1-D58262CCBA03
Q6844641,Miguel Lifschitz,2015-12-11,2019-12-11,,Q6844641-a75eae1f-4d51-1291-60b9-be051c3a1cdc
Q20015616,Omar Perotti,2019-12-11,,,Q20015616-db205607-4dd0-919e-a4e3-6891920e3a3e
