item,itemLabel,startDate,endDate,psid
Q20016443,Omar Gutiérrez,2015-12-10,,Q20016443-487FAE3B-EB81-4227-AC48-39CA6EA28668
Q4408025,Jorge Sapag,2007-12-10,2015-12-10,Q4408025-91C5EE96-0F90-4934-AC00-CC13FA62694F
Q5442052,Felipe Sapag,1995-12-10,1999-12-10,Q5442052-A7C60608-FF01-4301-B3C0-434F01DBBC7D
Q5442052,Felipe Sapag,1983-12-10,1987-12-10,Q5442052-CDBA5945-5CA5-471D-B246-AFBC57055F44
Q6070106,Pedro Salvatori,1987-12-10,1991-12-10,Q6070106-88B63648-A9D0-44A3-9129-75C49BAD2075
Q614102,Jorge Sobisch,1999-12-10,2007-12-10,Q614102-AE5FCD10-0E73-4854-9E0E-D3CF0F281B95
Q614102,Jorge Sobisch,1991-12-10,1995-12-10,Q614102-B39745B9-7B7F-4F4B-BA43-B73CEE729174
