item,name,party,partyLabel,region,regionLabel,startDate,endDate,psid
Q16142825,Norma Amanda Abdala de Matarazzo,Q3088428,Frente Cívico por Santiago,Q44827,Provincia de Santiago del Estero,2017-12-10,2021-12-09,Q16142825-9AE269C6-4D63-47E9-8CEE-657C82BF33BF
Q16198916,Fernando Espinoza,Q30841057,Unidad Ciudadana,Q44754,Provincia de Buenos Aires,2017-12-10,2019-12-10,Q16198916-8943FE6F-951F-4810-A56C-A702289586EB
Q16300546,Claudia Alejandra Ledesma Abdala de Zamora,Q3088428,Frente Cívico por Santiago,Q44827,Provincia de Santiago del Estero,2017-12-10,2019-12-10,Q16300546-F285E2E6-1CE5-4578-9360-B6B9945999C3
Q16300926,Josefina Victoria González,Q3753652,Frente Justicalista,Q44823,Provincia de Santa Fe,2017-12-10,2021-12-09,Q16300926-4E256B7B-47A2-4E76-AB63-93C90A5D3A18
Q16301672,Mario Raúl Negri,Q123585,Unión Cívica Radical,Q44759,Provincia de Córdoba,2015-12-10,2019-12-09,Q16301672-567D21B1-A7F1-451B-9E2A-EFF754CE8599
Q16566094,Juan Facundo Moyano,Q15120034,Frente Renovador,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q16566094-0990D551-2A27-4519-AA5D-030E94F4704C
Q16582151,Jorge Ricardo Enríquez,Q20749344,Cambiemos,Q1486,Buenos Aires,2017-12-10,2021-12-09,Q16582151-F050813E-016F-4782-8AF4-24F35E911427
Q17477925,Miguel Ángel Bazze,Q123585,Unión Cívica Radical,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q17477925-662D5E37-0357-444B-9A02-2C3099534535
Q17624215,Pablo Gabriel Tonelli,Q1507720,Propuesta Republicana,Q1486,Buenos Aires,2015-12-10,2019-12-09,Q17624215-79720F70-A1F3-4332-A9B4-A0F32D15EB30
Q17634375,Héctor Flores,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-10,Q17634375-08366487-2172-4BB9-AA88-284CB1474704
Q18224934,Cornelia Schmidt-Liermann,Q1507720,Propuesta Republicana,Q1486,Buenos Aires,2015-12-10,2019-12-09,Q18224934-C60052EE-846F-4CF0-8074-440324A5D277
Q19006869,Agustín Oscar Rossi,Q3753652,Frente Justicalista,Q44823,Provincia de Santa Fe,2017-12-10,2019-12-10,Q19006869-886C13CA-061F-438B-B3E2-5DF19A1DD3D2
Q19601030,Andrés Zottos,Q47146828,Frente Unidad y Renovacion,Q44803,Provincia de Salta,2017-12-10,2021-12-09,Q19601030-B3175091-35C4-47BB-BB5B-B382308FE314
Q19897814,Eduardo Augusto Cáceres,Q47146427,Cambiemos por San Juan,Q44805,Provincia de San Juan,2017-12-10,2021-12-09,Q19897814-B237767E-3CC4-4DFD-8BB0-C15925509E83
Q20012995,Alfredo Horacio Olmedo,Q41556881,Salta Somos Todos,Q44803,Provincia de Salta,2015-12-10,2019-12-09,Q20012995-37B5CD58-555D-4DF7-8DC9-46ABAC9ABEF9
Q20016052,Mirta Tundis,Q34692011,1País,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q20016052-97B4E221-E1F5-4EAD-BDF9-12C7A7FB41C1
Q20017012,Julio Rodolfo Solanas,Q1072438,Frente para la Victoria,Q44762,Provincia de Entre Ríos,2015-12-10,2019-12-09,Q20017012-32AF0483-FF4F-47AD-99C7-C1AB9F8862F7
Q20644683,Facundo Garretón,Q1507720,Propuesta Republicana,Q44829,Provincia de Tucumán,2015-12-10,2019-12-09,Q20644683-176C0495-FD08-4055-BDA3-AA40D255E62A
Q20667914,José Alberto Ciampini,Q1072438,Frente para la Victoria,Q44800,Provincia de Neuquén,2015-12-10,2019-12-09,Q20667914-98BAECC9-2C66-4DFA-BF97-CD1997E98C02
Q20737416,Juan Fernando Brügge,Q21044814,Unidos por una Nueva Alternativa,Q44759,Provincia de Córdoba,2015-12-10,2019-12-09,Q20737416-7f3d7e70-4ffe-4cad-daba-a76d29675984
Q21480721,Néstor Javier David,Q1053668,Partido Justicialista,Q44803,Provincia de Salta,2015-12-10,2019-12-09,Q21480721-5557DD2F-66CC-407E-ACE7-D2605762806F
Q21614815,Emilio Monzó,Q1507720,Propuesta Republicana,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-10,Q21614815-79662B1D-9558-40D8-95D4-E0621DB2AFDF
Q21855237,Ana Carla Carrizo,Q47114471,Evolución,Q1486,Buenos Aires,2017-12-10,2021-12-09,Q21855237-6A4F48A9-0743-4409-B0A0-719AEF09A280
Q21856018,Samanta María Celeste Acerenza,Q1507720,Propuesta Republicana,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856018-B84F2B33-0778-4DF7-ADD1-3FEC7537C73B
Q21856045,Elva Susana Balbo,Q1507720,Propuesta Republicana,Q44797,Provincia de Mendoza,2015-12-10,2018-04-04,Q21856045-71ADDBFE-CB17-4D9D-B6DE-C81327376BD2
Q21856053,Karina Banfi,Q123585,Unión Cívica Radical,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856053-9DDE6D63-89DA-4428-9E45-6623D9F78E39
Q21856058,Ivana María Bianchi,Q5668474,Alianza Compromiso Federal,Q44818,Provincia de San Luis,2015-12-10,2019-12-09,Q21856058-1C5BA7CB-5FE7-4C15-8488-E24B4E8D09C2
Q21856060,Luis Gustavo Borsani,Q123585,Unión Cívica Radical,Q44797,Provincia de Mendoza,2015-12-10,2019-12-09,Q21856060-50F64C49-05AA-4F6F-B83C-BD6D8080E7E7
Q21856061,María Cristina Brítez,Q1072438,Frente para la Victoria,Q44798,Provincia de Misiones,2015-12-10,2019-12-09,Q21856061-2E43897C-08E8-40EE-806A-16F56CC2CD8C
Q21856062,María Gabriela Burgos,Q47116009,,Q44764,Provincia de Jujuy,2017-12-10,2021-12-09,Q21856062-F6480B85-159A-4013-999F-A69A4457D54E
Q21856065,Guillermo Carmona,Q1072438,Frente para la Victoria,Q44797,Provincia de Mendoza,2015-12-10,2019-12-09,Q21856065-49042CD1-C88C-404B-B699-5AFBAD1EDF68
Q21856066,Analuz Ailen Carol,Q1072438,Frente para la Victoria,Q44832,"Provincia de Tierra del Fuego, Antártida e islas del Atlántico Sur",2015-12-10,2019-12-09,Q21856066-4A1A0781-A066-4E28-8D6D-A744E2723F2F
Q21856085,María Soledad Carrizo,Q20749344,Cambiemos,Q44759,Provincia de Córdoba,2017-12-10,2021-12-09,Q21856085-16B3D8AE-87C9-4C22-8390-07832D52924B
Q21856086,Graciela María Caselles,Q6156958,Partido Bloquista,Q44805,Provincia de San Juan,2015-12-10,2019-12-09,Q21856086-9B4EA732-50FB-4D41-8B99-CB1C37357A0C
Q21856087,Sandra Daniela Castro,Q47108887,Frente Todos,Q44805,Provincia de San Juan,2017-12-10,2019-12-09,Q21856087-C8965F5B-DFD6-43A3-AFF6-F2903B706705
Q21856090,Marcos Cleri,Q1072438,Frente para la Victoria,Q44823,Provincia de Santa Fe,2015-12-10,2019-12-09,Q21856090-02C89DBB-25C0-406B-A306-59B39880E03F
Q21856094,Lucila María de Ponti,Q30904600,Movimiento Evita,Q44823,Provincia de Santa Fe,2015-12-10,2019-12-10,Q21856094-2F63F5C8-410D-4633-AACA-196738D00F37
Q21856116,Daniel di Stefano,Q1072438,Frente para la Victoria,Q44798,Provincia de Misiones,2015-12-10,2019-12-09,Q21856116-BE188DAD-4A4C-4007-A437-2515401FD1B2
Q21856118,Julián Dindart,Q123585,Unión Cívica Radical,Q44758,Provincia de Corrientes,2015-12-10,2019-12-09,Q21856118-3F2ED8B7-1D8D-4888-9691-687E09C8D503
Q21856120,Claudio Martín Doñate,Q1072438,Frente para la Victoria,Q44802,Provincia de Río Negro,2015-12-10,2019-12-10,Q21856120-56E37AED-9D36-46E9-BEAF-7BF0E17ACBFA
Q21856122,Alejandro Carlos Augusto Echegaray,Q123585,Unión Cívica Radical,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856122-9149AF10-FC89-4DCB-9DF9-D09426342585
Q21856128,Araceli Ferreyra,Q41556247,Peronismo para la Victoria,Q44758,Provincia de Corrientes,2015-12-10,2019-12-10,Q21856128-D8E1FDC9-8B43-415E-9B83-38FD4EEC4715
Q21856129,Silvina Patricia Frana,Q1072438,Frente para la Victoria,Q44823,Provincia de Santa Fe,2015-12-10,2019-12-09,Q21856129-7ACF93A6-F9E5-47C5-AC1F-C90AE64722F9
Q21856139,Jorge Daniel Franco,Q41556499,Frente de la Concordia Misionero,Q44798,Provincia de Misiones,2015-12-10,2019-12-09,Q21856139-6CE21079-107F-44F1-998B-C922FC8DC443
Q21856141,Francisco Abel Furlán,Q1072438,Frente para la Victoria,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856141-61AA22CA-7C88-434F-9CA1-912F8F8B9942
Q21856145,Yanina Celeste Gayol,Q1507720,Propuesta Republicana,Q44762,Provincia de Entre Ríos,2015-12-10,2019-12-09,Q21856145-43B0DE4D-F1D2-4222-BC5F-B25B7DB9320F
Q21856147,Horacio Goicoechea,Q123585,Unión Cívica Radical,Q44757,Provincia del Chaco,2015-12-10,2019-12-09,Q21856147-3D8E5C6C-6224-46E0-B2DB-844C3F8061AE
Q21856148,Álvaro Gustavo González,Q1507720,Propuesta Republicana,Q1486,Buenos Aires,2015-12-10,2019-12-09,Q21856148-F4C6AEF5-3B37-48F4-BE0B-17D1950C7023
Q21856149,Adrián Eduardo Grana,Q1072438,Frente para la Victoria,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856149-3C45DF42-CBD7-4D46-94C9-D45F267CEB37
Q21856150,Alejandro Grandinetti,Q15120034,Frente Renovador,Q44823,Provincia de Santa Fe,2015-12-10,2019-12-09,Q21856150-BDFF5874-B631-4137-90B4-49DE17CA6EEE
Q21856151,Leonardo Grosso,Q30904600,Movimiento Evita,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856151-2865E047-FB06-430C-95EE-6778BBB99488
Q21856152,María Isabel Guerín,Q1072438,Frente para la Victoria,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856152-0C581298-7FFC-4E21-8CF9-524EF199D315
Q21856155,Martín Osvaldo Hernández,Q123585,Unión Cívica Radical,Q44761,Provincia de Formosa,2015-12-10,2019-12-09,Q21856155-BA3CC72A-C5C2-475C-A743-0DBA02D7CC17
Q21856157,Anabella Ruth Hers Cabral,Q1507720,Propuesta Republicana,Q1486,Buenos Aires,2015-12-10,2018-12-12,Q21856157-9E2C0794-E073-481D-AC87-DE44CCA60971
Q21856158,Juan Manuel Huss,Q1072438,Frente para la Victoria,Q44762,Provincia de Entre Ríos,2015-12-10,2019-12-09,Q21856158-0088C495-E9EB-4B89-987B-8BC576987665
Q21856159,Santiago Nicolás Igon,Q1072438,Frente para la Victoria,Q45007,Provincia del Chubut,2015-12-10,2019-12-09,Q21856159-1CE68EB5-9501-422E-92A9-013698AEC4D9
Q21856160,Lucas Ciriaco Incicco,Q1507720,Propuesta Republicana,Q44823,Provincia de Santa Fe,2015-12-10,2019-12-09,Q21856160-BA933BCF-AA96-4D6F-BAA0-74794A63AC10
Q21856170,Daniel Ricardo Kroneberger,Q123585,Unión Cívica Radical,Q44795,Provincia de La Pampa,2015-12-10,2021-12-10,Q21856170-03158F6B-C1AF-4D04-A568-3402B8C575EA
Q21856172,Luciano Andrés Laspina,Q20749344,Cambiemos,Q44823,Provincia de Santa Fe,2017-12-10,2021-12-09,Q21856172-559FCCCE-48A3-4F79-8176-F8C0D63170AC
Q21856173,Marco Lavagna,Q15120034,Frente Renovador,Q1486,Buenos Aires,2015-12-10,2019-12-09,Q21856173-6E8FC620-7A6F-4095-A615-F5D42DE7C80E
Q21856174,Daniel Lipovetzky,Q1507720,Propuesta Republicana,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-10,Q21856174-6CF21202-1807-422D-8703-0B4C50EFB1FC
Q21856175,Ana María Llanos Massa,Q1072438,Frente para la Victoria,Q45007,Provincia del Chubut,2015-12-10,2019-12-09,Q21856175-FE7318D7-0BC5-4A91-A440-5FABBA5CE890
Q21856176,Leandro Gastón López Koenig,Q1507720,Propuesta Republicana,Q44800,Provincia de Neuquén,2015-12-10,2019-12-09,Q21856176-00B55F58-754D-4CFA-AB78-1CA211CCD3AB
Q21856177,Silvia Lospennato,Q1507720,Propuesta Republicana,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856177-A0F8C4F8-B359-47E6-9977-7AF4BEE4AA02
Q21856178,Inés Beatriz Lotto,Q1072438,Frente para la Victoria,Q44761,Provincia de Formosa,2015-12-10,2019-12-09,Q21856178-269C3444-5D1F-4944-85C3-913FF59BCCB3
Q21856179,Oscar Alberto Macias,Q1053668,Partido Justicialista,Q44758,Provincia de Corrientes,2015-12-10,2019-12-09,Q21856179-8D0E7C0F-2FA7-45DE-B68C-4D2CBEC14F07
Q21856181,Hugo Marcucci,Q123585,Unión Cívica Radical,Q44823,Provincia de Santa Fe,2015-12-10,2019-12-09,Q21856181-8F84081B-FEB4-49A7-8BB2-AF89FCF60420
Q21856182,Silvia Alejandra Martínez,Q123585,Unión Cívica Radical,Q44764,Provincia de Jujuy,2015-12-10,2019-12-09,Q21856182-4BDA2CD5-941F-4D9F-BAEC-EF316143EEA2
Q21856184,Ana Laura Martínez,Q1507720,Propuesta Republicana,Q44823,Provincia de Santa Fe,2015-12-10,2017-12-13,Q21856184-FC69E6A2-C732-41A7-A4C8-C013AA3791DF
Q21856186,Leonor María Martínez Villada,Q1104292,Coalición Cívica ARI,Q44759,Provincia de Córdoba,2015-12-10,2019-12-09,Q21856186-010316EF-FB95-440B-9EA1-D258E8BCED54
Q21856188,María Lucila Masin,Q1072438,Frente para la Victoria,Q44757,Provincia del Chaco,2015-12-10,2019-12-09,Q21856188-7A75A577-17E3-4FC0-AFCA-8F88D6C73B9B
Q21856189,Vanesa Massetani,Q15120034,Frente Renovador,Q44823,Provincia de Santa Fe,2015-12-10,2019-12-09,Q21856189-F1741EAA-7F59-4360-8652-257C609FEAEC
Q21856190,Nicolás María Massot,Q1507720,Propuesta Republicana,Q44759,Provincia de Córdoba,2015-12-10,2019-12-09,Q21856190-7A2FBC75-771E-4A06-B879-B35106EC19D0
Q21856192,Mayra Soledad Mendoza,Q69587065,Frente para la Victoria-PJ,Q44754,Provincia de Buenos Aires,2011-12-10,2019-12-10,Q21856192-C7194C5C-A87E-4F70-811E-E3BD5485287C
Q21856193,Véronica Mercado,Q1072438,Frente para la Victoria,Q44756,Provincia de Catamarca,2015-12-10,2019-12-09,Q21856193-62446CD9-2257-464F-8A0A-C30375B3A6E6
Q21856194,Diego Matías Mestre,Q20749344,Cambiemos,Q44759,Provincia de Córdoba,2017-12-10,2021-12-09,Q21856194-18C4F8D7-5BD2-4B91-8517-C8C5345BA5ED
Q21856195,Pedro Rubén Miranda,Q1053668,Partido Justicialista,Q44797,Provincia de Mendoza,2015-12-10,2019-12-09,Q21856195-D0A9E568-3408-4253-884E-0D0501AB32C6
Q21856211,Karina Alejandra Molina,Q1507720,Propuesta Republicana,Q44796,Provincia de La Rioja,2015-12-10,2019-12-09,Q21856211-D9DF0C16-AC44-4EAB-9759-A6879AE2BD09
Q21856212,Marcelo Alejandro Monfort,Q123585,Unión Cívica Radical,Q44762,Provincia de Entre Ríos,2015-12-10,2019-12-09,Q21856212-0B8DE500-AAA6-4B3D-AE4C-D5EEB7140E60
Q21856213,Mariana Elizabet Morales,Q15120034,Frente Renovador,Q44827,Provincia de Santiago del Estero,2015-12-10,2019-12-09,Q21856213-AAB0569B-40B2-4B33-ADDF-E06DB232BB03
Q21856214,Cecilia Moreau,Q66987448,Federal Unidos por una Nueva Argentina,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856214-8B1CB45B-6CF9-44F5-953F-200D9D604A91
Q21856216,Miguel Nanni,Q123585,Unión Cívica Radical,Q44803,Provincia de Salta,2015-12-10,2019-12-09,Q21856216-4060219F-1E9D-4F09-B690-B390ADBE01B6
Q21856217,Graciela Navarro,Q3088428,Frente Cívico por Santiago,Q44827,Provincia de Santiago del Estero,2015-12-10,2019-12-09,Q21856217-76835777-9E13-44A8-8676-BB677A07F240
Q21856218,Adriana Mónica Nazario,Q21044814,Unidos por una Nueva Alternativa,Q44759,Provincia de Córdoba,2015-12-10,2019-12-09,Q21856218-995924D0-74DA-4CFB-82AA-4F36448C9341
Q21856219,José Carlos Núñez,Q1507720,Propuesta Republicana,Q44823,Provincia de Santa Fe,2015-12-10,2019-12-09,Q21856219-818EB464-DB92-441B-8A36-336AE7EB0BDD
Q21856221,Héctor Enrique Olivares,Q123585,Unión Cívica Radical,Q44796,Provincia de La Rioja,2015-12-10,2019-05-12,Q21856221-DDAE61DA-AC67-45AD-B178-7ECE14D34C25
Q21856222,José Fernando Orellana,Q41556939,Primero Tucuman,Q44829,Provincia de Tucumán,2015-12-10,2019-10-30,Q21856222-0AEC129A-D1F4-4547-8625-0E7B3130AC60
Q21856223,Marcela Fabiana Passo,Q15120034,Frente Renovador,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856223-2F33DFBD-A9F1-4EF9-B1C7-62B884DF498D
Q21856224,Luis Mario Pastori,Q20749344,Cambiemos,Q44798,Provincia de Misiones,2017-12-10,2021-12-09,Q21856224-FFA42497-061F-4CEC-8320-69B5C111D0D3
Q21856225,Mirta Ameliana Pastoriza,Q3088428,Frente Cívico por Santiago,Q44827,Provincia de Santiago del Estero,2015-12-10,2019-12-09,Q21856225-BFAB6DE2-F098-43DC-BEE8-54029BAF5D3A
Q21856227,Juan Manuel Pereyra,Q5870697,Fuerza de Orientación Radical de la Joven Argentina,Q44759,Provincia de Córdoba,2015-12-10,2019-12-09,Q21856227-FE12CFD3-44EA-4EC5-A132-5446746073FA
Q21856228,Martín Alejandro Pérez,Q47146795,Frente Ciudadano y Social,Q44832,"Provincia de Tierra del Fuego, Antártida e islas del Atlántico Sur",2017-12-10,2019-12-11,Q21856228-1C737338-BE13-4395-888C-6B6B5FC36F0D
Q21856229,Raúl Joaquín Pérez,Q66987448,Federal Unidos por una Nueva Argentina,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856229-993F068C-FB74-41F5-9964-CE696A29266A
Q21856230,Luis Petri,Q20749344,Cambiemos,Q44797,Provincia de Mendoza,2017-12-10,2021-12-09,Q21856230-0437E10A-FE88-476D-9C48-34EB1DB64223
Q21856231,Carla Betina Pitiot,Q15120034,Frente Renovador,Q1486,Buenos Aires,2015-12-10,2019-12-09,Q21856231-2EA6AEB0-BB21-427E-BED8-776806D78F16
Q21856234,Pedro Javier Pretto,Q1507720,Propuesta Republicana,Q44759,Provincia de Córdoba,2015-12-10,2019-12-09,Q21856234-B141616E-1E6F-4B99-B8BA-1D8C9BAC7E8E
Q21856236,Analía Rach Quiroga,Q1072438,Frente para la Victoria,Q44757,Provincia del Chaco,2015-12-10,2019-12-10,Q21856236-03E6C0A9-51EE-4F81-9C59-1144BD43B53A
Q21856258,Fernanda Raverta,Q1072438,Frente para la Victoria,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856258-7E289C08-F412-4B0B-B5A7-CDC8B132E8F8
Q21856259,José Luis Riccardo,Q47146969,Avanzar y Cambiemos por San Luis,Q44818,Provincia de San Luis,2017-12-10,2021-12-09,Q21856259-5130E2E8-2EB3-4569-8E3E-C5723F31EB66
Q21856260,Olga María Rista,Q123585,Unión Cívica Radical,Q44759,Provincia de Córdoba,2015-12-10,2019-12-09,Q21856260-FAC29E2A-1E1C-4B8D-B235-ED106E7DB209
Q21856261,Alberto Oscar Roberti,Q1053668,Partido Justicialista,Q44754,Provincia de Buenos Aires,2015-12-10,2018-05-17,Q21856261-D95A1018-346F-4150-A3FF-17C3C530DDB9
Q21856262,Matías David Rodríguez,Q1072438,Frente para la Victoria,Q44832,"Provincia de Tierra del Fuego, Antártida e islas del Atlántico Sur",2015-12-10,2019-12-09,Q21856262-B6E1D894-753B-422A-8BF5-2E984D20B682
Q21856263,Rodrigo Martín Rodríguez,Q1072438,Frente para la Victoria,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856263-145AFDA7-3ECB-4F02-8337-2EF498B077D6
Q21856264,Carlos Gastón Roma,Q1507720,Propuesta Republicana,Q44832,"Provincia de Tierra del Fuego, Antártida e islas del Atlántico Sur",2015-12-10,2019-12-09,Q21856264-189189DF-2B77-4975-855E-489AF070CC47
Q21856269,José Arnaldo Ruiz Aragón,Q64590596,Frente de Todos,Q44758,Provincia de Corrientes,2015-12-10,2019-12-09,Q21856269-CCDEA69C-FD66-4438-9743-F61594082B50
Q21856271,Walter Marcelo Santillan,Q1072438,Frente para la Victoria,Q44829,Provincia de Tucumán,2015-12-10,2019-12-09,Q21856271-64F04141-DCD7-4FD1-9F58-2E03F32E54BC
Q21856272,Gisela Scaglia,Q20749344,Cambiemos,Q44823,Provincia de Santa Fe,2017-12-10,2021-12-09,Q21856272-786C6B2D-9E44-4A56-9F22-1D8D3B60B516
Q21856274,Carlos Américo Selva,Q15120034,Frente Renovador,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856274-5CAED050-FC2C-4308-BD90-C9B56AD5384F
Q21856277,Alejandro Francisco Snopek,Q15120034,Frente Renovador,Q44764,Provincia de Jujuy,2015-12-10,2019-12-09,Q21856277-C0176D92-52A8-43F8-B294-37786AAA8CC5
Q21856279,Mirta Alicia Soraire,Q1072438,Frente para la Victoria,Q44829,Provincia de Tucumán,2015-12-10,2019-12-09,Q21856279-30A3EBB5-1CCF-4D2D-98CC-3DAF7B54C5EB
Q21856280,María Emilia Soria,Q1072438,Frente para la Victoria,Q44802,Provincia de Río Negro,2013-12-10,2019-12-10,Q21856280-7EA81858-5469-4096-A3B9-15AACC58B344
Q21856283,Jorge Taboada,Q26258776,Chubut Somos Todos,Q45007,Provincia del Chubut,2015-12-10,2019-12-09,Q21856283-BF93EF37-459B-4AD3-BB6D-405EBB42FF0F
Q21856284,Rodolfo Tailhade,Q1072438,Frente para la Victoria,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856284-9269DECC-18F6-491B-8067-C0D98342FE7A
Q21856289,Pablo Torello,Q1507720,Propuesta Republicana,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856289-F8D655A4-B490-4B77-AF02-D8B5E325F62B
Q21856292,Paula Marcela Urroz,Q1507720,Propuesta Republicana,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856292-71F2C43B-D568-4593-8EDB-49D7133535ED
Q21856294,Juan Carlos Villalonga,Q1507720,Propuesta Republicana,Q1486,Buenos Aires,2015-12-10,2019-12-09,Q21856294-DF0A6000-2DCA-485D-88AB-96AE07DA0694
Q21856296,María Teresita Villavicencio,Q41556340,Del Bicentenario,Q44829,Provincia de Tucumán,2015-12-10,2019-12-09,Q21856296-2FE048D2-68D8-4EF9-802B-B38B2976201C
Q21856297,Luana Volnovich,Q1072438,Frente para la Victoria,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-10,Q21856297-5C7BEB3D-4696-4BF9-BB93-5C02F6259EB8
Q21856298,Marcelo Germán Wechsler,Q1507720,Propuesta Republicana,Q1486,Buenos Aires,2015-12-10,2019-12-09,Q21856298-21B3F857-4618-455E-B9D0-7B043C95A372
Q21856299,Sergio Javier Wisky,Q1507720,Propuesta Republicana,Q44802,Provincia de Río Negro,2015-12-10,2019-12-09,Q21856299-9B089597-62AF-40EC-8837-6FC2BF1959A7
Q21856300,Waldo Ezequiel Wolff,Q1507720,Propuesta Republicana,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q21856300-76560F7C-ED4A-4089-8C5F-6754EB24BA2A
Q21856301,Sergio Raúl Ziliotto,Q1053668,Partido Justicialista,Q44795,Provincia de La Pampa,2015-12-10,2019-12-09,Q21856301-65CFBEFB-950C-466D-A401-BA1289A53A0D
Q23411111,"Albor Ángel ""Nicky"" Cantard",Q20749344,Cambiemos,Q44823,Provincia de Santa Fe,2017-12-10,2021-12-09,Q23411111-0244E531-5B83-4B27-805E-643FF564187C
Q23906959,Magdalena Sierra,Q30841057,Unidad Ciudadana,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q23906959-F3AE7CC6-F21C-4587-9255-ECC4FFF0CF7A
Q2429045,Victoria Analía Donda Pérez,Q5501084,Movimiento Libres del Sur,Q1486,Buenos Aires,2015-12-10,2019-12-09,Q2429045-124D72DC-8ACC-49BA-9189-6485829BC244
Q270025,Elisa María Avelina Carrió,Q42116847,Vamos Juntos,Q1486,Buenos Aires,2017-12-10,2020-03-01,Q270025-BA342DC3-B3E1-4283-9FFB-57C7EE859CA3
Q27307685,Brenda Lis Austin,Q20749344,Cambiemos,Q44759,Provincia de Córdoba,2017-12-10,2021-12-09,Q27307685-E7656A86-F9E7-45FE-9781-260DF4ED813D
Q28865310,Orieta Cecilia Vera González,Q1104292,Coalición Cívica ARI,Q44756,Provincia de Catamarca,2016-12-22,2019-12-09,Q28865310-28cd8167-4361-e708-f03f-d3a60467b777
Q3048310,Eduardo Segundo Brizuela del Moral,Q47146769,Frente Cívico y Social - Cambiemos,Q44756,Provincia de Catamarca,2017-12-10,2021-08-25,Q3048310-04D7DF10-B334-4D22-A6F8-B2A6D4931F6B
Q3052342,Nilda Celia Garré,Q1072438,Frente para la Victoria,Q1486,Buenos Aires,2015-12-10,2019-12-09,Q3052342-525B9F7D-C5E8-4203-83E3-3D0D554C575C
Q312505,Héctor Baldassi,Q20749344,Cambiemos,Q44759,Provincia de Córdoba,2017-12-10,2021-12-09,Q312505-3E73163D-9C81-4C4E-BB7D-1B060E378467
