item,name,region,regionLabel,party,partyLabel,startDate,endDate
Q16300926,Josefina Victoria González,Q44823,Santa Fe,Q1072438,Frente para la Victoria-PJ,2017-12-10,2021-12-09
Q21856150,Alejandro Grandinetti,Q44823,Santa Fe,Q15120034,Federal Unidos por una Nueva Argentina,2015-12-10,2019-12-09
,Astrid Hummel,Q44823,Santa Fe,Q1507720,Pro,2017-12-18,2019-12-09
,Lucas Ciriaco Incicco,Q44823,Santa Fe,Q1507720,Pro,2015-12-10,2019-12-09
Q21856172,Luciano Andrés Laspina,Q44823,Santa Fe,Q1507720,Pro,2017-12-10,2021-12-09
Q47145338,María Lucila Lehman,Q44823,Santa Fe,Q1104292,Coalición Cívica,2017-12-10,2021-12-09
Q21856181,Hugo Marcucci,Q44823,Santa Fe,Q123585,Unión Cívica Radical,2015-12-10,2019-12-09
Q21856189,Vanesa Massetani,Q44823,Santa Fe,Q15120034,Federal Unidos por una Nueva Argentina,2015-12-10,2019-12-09
,José Carlos Núñez,Q44823,Santa Fe,Q1507720,Pro,2015-12-10,2019-12-09
Q5665422,Alejandro Ramos,Q44823,Santa Fe,Q1053668,Primero Argentina,2015-12-10,2019-12-09
Q33296854,Alejandra Rodenas,Q44823,Santa Fe,Q1053668,Nuevo Espacio Santafesino,2017-12-10,2019-12-11
Q19006869,Agustín Oscar Rossi,Q44823,Santa Fe,Q1072438,Frente para la Victoria-PJ,2017-12-10,2019-12-10
,Gisela Scaglia,Q44823,Santa Fe,Q1507720,Pro,2017-12-10,2021-12-09
Q16142825,Norma Amanda Abdala de Matarazzo,Q44827,Santiago del Estero,Q3088428,Frente Cívico por Santiago,2017-12-10,2021-12-09
Q47145575,Hugo Orlando Infante,Q44827,Santiago del Estero,Q3088428,Frente Cívico por Santiago,2017-12-10,2018-12-30
Q16300546,Claudia Alejandra Ledesma Abdala de Zamora,Q44827,Santiago del Estero,Q3088428,Frente Cívico por Santiago,2017-12-10,2019-12-09
Q21856213,Mariana Elizabet Morales,Q44827,Santiago del Estero,Q15120034,Federal Unidos por una Nueva Argentina,2015-12-10,2019-12-09
Q21856217,Graciela Navarro,Q44827,Santiago del Estero,Q3088428,Frente Cívico por Santiago,2015-12-10,2019-12-09
Q55773927,Estela Mary Neder,Q44827,Santiago del Estero,Q3088428,Frente Cívico por Santiago,2017-11-22,2019-12-09
Q21856225,Mirta Ameliana Pastoriza,Q44827,Santiago del Estero,Q3088428,Frente Cívico por Santiago,2015-12-10,2019-12-09
Q21856066,Analuz Ailen Carol,Q44832,Tierra del Fuego,Q1072438,Frente para la Victoria-PJ,2015-12-10,2019-12-09
,Martín Alejandro Pérez,Q44832,Tierra del Fuego,Q1072438,Frente para la Victoria-PJ,2017-12-10,2019-12-11
Q21856262,Matías David Rodríguez,Q44832,Tierra del Fuego,Q1072438,Frente para la Victoria-PJ,2015-12-10,2019-12-09
,Carlos Gastón Roma,Q44832,Tierra del Fuego,Q1507720,Pro,2015-12-10,2019-12-09
,Héctor Antonio Stefani,Q44832,Tierra del Fuego,Q1507720,Pro,2017-12-10,2021-12-09
Q47145509,Beatriz Luisa Ávila,Q44829,Tucumán,,"",2017-12-10,2021-12-09
Q5640784,José Manuel Cano,Q44829,Tucumán,Q123585,Unión Cívica Radical,2017-12-10,2021-12-09
,Facundo Garretón,Q44829,Tucumán,Q1507720,Pro,2015-12-10,2019-12-09
,Gladys Medina,Q44829,Tucumán,Q1053668,Justicialista por Tucumán,2017-12-10,2021-12-09
,José Fernando Orellana,Q44829,Tucumán,,"",2015-12-10,2019-10-30
,Walter Marcelo Santillan,Q44829,Tucumán,Q1072438,Frente para la Victoria-PJ,2015-12-10,2019-12-09
,Mirta Alicia Soraire,Q44829,Tucumán,Q1072438,Frente para la Victoria-PJ,2015-12-10,2019-12-09
Q21856296,María Teresita Villavicencio,Q44829,Tucumán,Q47095570,Evolución Radical,2015-12-10,2019-12-09
Q47455147,Pablo Raúl Yedlin,Q44829,Tucumán,Q1053668,Justicialista por Tucumán,2017-12-10,2021-12-09
