item,name,party,partyLabel,region,regionLabel,startDate,endDate,psid
Q47108965,Cristina López Valverde,Q47108887,Frente Todos,Q44805,Provincia de San Juan,2017-12-10,,Q47108965-5A947489-B5DF-486A-92C5-9E741611826F
Q47167622,José Rubén Uñac,Q47108887,Frente Todos,Q44805,Provincia de San Juan,2017-12-10,,Q47167622-7A7AE9BC-90C6-4820-BC14-95FE40B0E6C7
Q47199903,María Eugenia Catalfamo,Q47109387,Frente Unidad Justicalista San Luis,Q44818,Provincia de San Luis,2017-12-10,,Q47199903-42827044-A8BE-4F7A-8727-C1310418563B
Q47199960,Ana María Ianni,Q1072438,Frente para la Victoria,Q44821,Provincia de Santa Cruz,2017-12-10,,Q47199960-C6FD1056-D86F-4D71-8F8D-24AB8FCB0C3A
Q47200046,María Belén Tapia,Q47109540,Unión Para Vivir Mejor - Cambiemos,Q44821,Provincia de Santa Cruz,2017-12-10,,Q47200046-5C5FE54F-D5FB-48A2-ADC3-DD3115E9CD9D
Q47201914,Magdalena Solari Quintana,Q5505872,Partido de la Concordia Social,Q44798,Provincia de Misiones,2017-12-10,,Q47201914-066fef47-468d-081c-0604-7e0930b0b4d5
Q47439677,Blanca Porcel de Riccobelli,Q47440013,Alianza Frente Cívico,Q44827,Provincia de Santiago del Estero,2017-12-10,2019-12-09,Q47439677-4e2b629a-45be-c569-d619-2ef9e30722f1
Q4838458,Maurice Closs,Q5505872,Partido de la Concordia Social,Q44798,Provincia de Misiones,2017-12-10,,Q4838458-26B18B7B-ECA0-4B9A-8B97-79E4AEE4D28A
Q4838522,Claudio Poggi,Q20749344,Cambiemos,Q44818,Provincia de San Luis,2017-12-10,2019-12-09,Q4838522-03E3EBEA-FFB6-48AC-87C8-63DBD28C6E74
Q4838522,Claudio Javier Poggi,,,Q44818,Provincia de San Luis,2017-12-10,2021-12-08,Q4838522-95BFE023-C290-4DAD-A913-249D6F771B68
Q508497,Pino Solanas,Q15984938,UNEN,Q1486,Buenos Aires,2013-12-10,2019-12-09,Q508497-017BEBC7-6C6F-47B6-80EA-7F3EF7BD133C
Q5400763,Esteban Bullrich,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q5400763-4B5F995F-1A57-465B-9FD7-8C66480C99EF
Q5819618,Eduardo Raúl Costa,Q47109540,Unión Para Vivir Mejor - Cambiemos,Q44821,Provincia de Santa Cruz,2017-12-10,,Q5819618-1F0F5162-B620-4522-B16D-C10E67F4F389
Q5857789,Federico Pinedo,Q1507720,Propuesta Republicana,Q1486,Buenos Aires,2015-12-10,2019-12-09,Q5857789-cebe1c35-4cfd-3248-39c2-ed0cc7e0c14f
Q591796,Ángel Rozas,Q41557246,Unión por Chaco,Q44757,Provincia del Chaco,2013-12-10,2019-12-09,Q591796-CC28CB8A-6EDD-4A01-8D41-6D89FB6B5523
Q5948411,Juan Carlos Marino,Q20749344,Cambiemos,Q44795,Provincia de La Pampa,2015-12-10,2021-12-09,Q5948411-497775CF-3EE4-4C34-BA82-FD9618F7DDE8
Q5955126,Julio Catalán Magni,Q1072438,Frente para la Victoria,Q44832,"Provincia de Tierra del Fuego, Antártida e islas del Atlántico Sur",2013-12-10,2019-12-09,Q5955126-7CAC924B-0662-4734-AB68-CFCB0AB5911F
Q5995804,Marcelo Fuentes,Q1072438,Frente para la Victoria,Q44800,Provincia de Neuquén,2013-12-10,2019-12-09,Q5995804-60137AC9-69AD-4B30-840F-096D11091A13
Q6003917,María Inés Pilatti Vergara,Q1072438,Frente para la Victoria,Q44757,Provincia del Chaco,2013-12-10,2019-12-09,Q6003917-1B093657-1915-4CAB-9CA1-EB955CB6A771
Q6049818,Olga Inés Brizuela y Doria,Q47109114,Cambiemos-Fuerza Civica Riojana,Q44796,Provincia de La Rioja,2017-12-10,2019-12-10,Q6049818-9EDFBE8F-BD98-4D63-87E5-37E28662F577
Q6068353,Pedro Braillard Poccard,Q41654015,Alianza Encuentro Corrientes,Q44758,Provincia de Corrientes,2015-12-10,2021-12-09,Q6068353-6E951952-0835-4F90-AC17-EC3B2CA8BF87
Q6069019,Pedro Guillermo Ángel Guastavino,Q1072438,Frente para la Victoria,Q44762,Provincia de Entre Ríos,2013-12-10,2019-12-09,Q6069019-E163A4A2-F06A-4668-97B9-7F6FE70C11B4
Q6293394,José Miguel Ángel Mayans,Q1072438,Frente para la Victoria,Q44761,Provincia de Formosa,2017-12-10,,Q6293394-B1BC4F5D-5312-4FE8-AEF8-7DFE51EC22B8
Q6299395,Juan Carlos Romero,Q41530193,Frente Popular Salteño,Q44803,Provincia de Salta,2007-12-10,2019-12-09,Q6299395-15843dc9-4087-9548-87b1-c0f854fe9606
Q6700989,Luis Petcoff Naidenoff,Q47109411,Frente Amplio Formoseño Cambiemos,Q44761,Provincia de Formosa,2017-12-10,,Q6700989-1D5BAC77-1E96-4737-BCE4-24BC8E76B67E
Q7105913,Oscar Castillo,Q7248613,"Frente Progresista, Cívico y Social",Q44756,Provincia de Catamarca,2015-12-10,2021-12-09,Q7105913-4E737AD8-9032-4D34-AA4B-05FF1733C569
Q7351592,Roberto Basualdo,Q20749344,Cambiemos,Q44805,Provincia de San Juan,2017-12-10,,Q7351592-56789966-4556-4CF8-8035-017E29388ABF
Q8195420,Alfredo de Angeli,Q41628756,Alianza Unión por Entre Ríos,Q44762,Provincia de Entre Ríos,2013-12-10,2019-12-09,Q8195420-8C8FF5AE-D504-46BE-8845-3ACC8CBD6864
Q9077444,Silvina García Larraburu,Q1072438,Frente para la Victoria,Q44802,Provincia de Río Negro,2013-12-10,2019-12-09,Q9077444-A2CAEA60-9F9B-4275-9E77-3DE4B2C24D98
