item,itemLabel,startDate,endDate
Q22639382,Edmundo Sustaita,1945,1945
Q22639385,Oscar Muratorio,1945,1945
Q22639386,Pedro Castex Lainfor,1945,1946
Q22639385,Oscar Muratorio,1946,1951
Q22230766,Gustavo Hermansson,1951,1952
Q22230764,Carlos Mauriño,1952,1955
Q22230765,Juan Fabri,1955,1955
Q22230766,Gustavo Hermansson,1955,1956
Q20970111,Heriberto Ahrens,1956,1957
Q20970088,Guillermo Zinny,1957,1957
Q20986360,Ángel Peluffo,1957,1957
Q20986361,Alfredo Vedoya,1957,1958
Q16607292,Miguel Moragues,1958,1958
Q16145367,Manuel Alemán,1958,1960
Q16145749,Cayo Alsina,1960,1962
Q5749729,Carlos Armanini,1962,1966
Q596309,Adolfo Álvarez,1966,1968
Q5935580,Jorge Martínez Zuviría,1968,1970
Q5751516,Carlos Rey,1970,1973
Q5696677,Héctor Fautario,1973,1975
Q493420,Orlando Agosti,1975,1979
Q7089701,Omar Graffigna,1979,1981
Q2886883,Basilio Lami Dozo,1981,1982
Q4821292,Augusto Hughes,1982,1983
Q7701098,Teodoro Waldner,1983,1985
Q3732262,Ernesto Crespo,1985,1989
Q5843221,José Juliá,1989,1993
Q5951948,Juan Paulik,1993,1996
Q6113310,Rubén Montenegro,1996,1999
Q6166169,Walter Barbero,1999,2003
Q5751612,Carlos Rohde,2003,2005
Q5819717,Eduardo Schiaffino,2005,2006
Q2837184,Normando Costantino,2006,2013
Q16298048,Mario Callejo,2013,2016
Q22230762,Enrique Amrein,2016,2020
Q86458161,Xavier Isaac,2020,
