item,itemLabel,startDate,endDate,psid
Q16297791,Rosana Bertone,2015-12-17,2019-12-10,Q16297791-F0EE3195-2F85-446A-8D44-875B7548CFC1
Q17624268,Carlos Manfredotti,2000-01-10,2004-01-10,Q17624268-8FAB79C8-AA50-4200-93F0-75F63F60582A
Q367833,Hugo Cóccaro,2005-12-02,2007-12-17,Q367833-3B9DD5E1-777D-4CFC-BAEA-E439A855FD9F
Q367833,Hugo Cóccaro,2005-09-10,2005-12-02,Q367833-B2152E5A-AA0E-4959-8577-DF99815728DD
Q4838844,Fabiana Ríos,2007-12-17,2011-12-17,Q4838844-05DF01BA-3416-494B-9D2E-6666B821D108
Q4838844,Fabiana Ríos,2011-12-17,2015-12-17,Q4838844-DC9717E4-3ED3-4651-9692-4C9C5DC852CC
Q5938352,José Arturo Estabillo,1996-01-10,1997-11-04,Q5938352-3ECEE8EA-874C-4C38-B4C1-E42B8CDCD6BB
Q5938352,José Arturo Estabillo,1997-12-10,2000-01-10,Q5938352-D785D4D9-1F39-4D8E-A1B8-8AB1A29C885C
Q5938352,José Arturo Estabillo,1992-01-10,1996-01-10,Q5938352-F5D683C6-40FE-49A6-8A02-8016B8C944B5
Q60215310,Juan Carlos Arcando,2019-12-10,2019-12-17,Q60215310-8DC46B6E-0504-41DD-B045-EB6F784A1DE9
Q6277842,Mario Jorge Colazo,2004-01-10,2005-12-02,Q6277842-6F367CF5-48AA-4F4D-90C8-478ACE9B4FA8
Q64686950,Gustavo Melella,2019-12-17,,Q64686950-ba40ea1d-b230-4676-88e3-0ed01e8f23fc
Q77866636,Miguel Ángel Castro,1997-11-04,1997-12-10,Q77866636-116E9A86-1A03-4F30-8FCC-DEA0F613B44C
