item,itemLabel,startDate,endDate
Q28075388,Adolfo B. Estévez,1958-05-01,1959-07-14
Q63818432,Alberto P. Vago,1959-07-14,1961-12-29
Q16527615,Agustín Penas,1961-12-29,1962-12-26
Q16589827,Leandro Maloberti,1962-10-02,1962-12-11
Q5833382,Enrique Grünwaldt,1962-12-12,1963-04-02
Q5827305,Eladio Vázquez,1963-04-02,1963-10-26
Q5725749,Benigno Varela,1963-10-29,1968-10-04
Q6068940,Pedro Gnavi,1968-10-04,1972-01-03
Q5750056,Carlos Coda,1972-01-03,1973-05-25
Q5752266,Carlos Álvarez,1973-05-25,1973-12-06
Q460738,Emilio Eduardo Massera,1973-12-06,1978-09-15
Q503913,Armando Lambruschini,1978-09-15,1981-09-11
Q2714985,Jorge Anaya,1981-09-11,1982-10-01
Q6113240,Rubén Franco,1982-10-01,1983-12-05
Q5400445,Ramón Arosa,1983-12-16,1989-07-14
Q5935058,Jorge Ferrer,1989-07-14,1993-07-13
Q5833599,Enrique Molina Pico,1993-07-13,1996-07-24
Q5750866,Carlos Marrón,1996-10-24,1999-12-13
Q5932407,Joaquín Stella,1999-12-13,2003-06-06
Q5935181,Jorge Godoy,2003-06-06,2011-12-22
Q5751313,Carlos Paz,2011-12-22,2012-10-15
Q5798525,Daniel Martín,2012-10-15,2013-07-03
Q16299011,Gastón Erice,2013-07-03,2016-01-14
Q22230767,Marcelo Srur,2016-01-14,2017-12-18
Q46155959,José Luis Villán,2017-12-18,2020-02-28
Q86449413,Julio Guardia,2020-02-28,
