item,itemLabel,startDate,endDate
,Carlos Snopek,1983-12-10,1987-12-10
Q6108573,Ricardo de Aparici,1987-12-10,1990-11-07
,Eduardo Alderete,1990-11-07,1991-12-10
Q7322617,Ricardo Domínguez,1991-12-10,1993-06-01
,Carlos Ficoseco,1993-06-01,1994-04-15
,Oscar Perassi,1994-04-15,1995-12-10
,Guillermo E. Snopek,1995-12-10,1996-02-25
,Carlos Ferraro,1996-02-25,1998-11-26
Q4838179,Eduardo Fellner,1998-11-26,2007-12-10
Q7964257,Walter Barrionuevo,2007-12-10,2011-12-10
Q4838179,Eduardo Fellner,2011-12-10,2015-12-10
Q5483783,Gerardo Morales,2015-12-10,
